id,slot_no,status,vehicle,lot_id,road_name,lot_type,geom
52,52,,,MBAGATHI ROAD52,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000018D0D339EC664240FFF0971BAED3F4BF70EEF918EE66424000DE2975ADD3F4BF503BCF21EE664240FE475C7EE2D3F4BFE8578F42EC664240FF40C88BE2D3F4BF18D0D339EC664240FFF0971BAED3F4BF
53,53,available,,MBAGATHI ROAD53,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000588AE750EC66424001A3859638D4F4BF8812822FEE664240015475B734D4F4BFC0D99435EE664240FF5A902359D4F4BF80808856EC664240FECFBB625AD4F4BF588AE750EC66424001A3859638D4F4BF
54,54,,,MBAGATHI ROAD54,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000B8C6C848EC66424002119FE007D4F4BFF088CC27EE664240026BBE7206D4F4BF8812822FEE664240015475B734D4F4BF588AE750EC66424001A3859638D4F4BFB8C6C848EC66424002119FE007D4F4BF
55,55,,,MBAGATHI ROAD55,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000E8578F42EC664240FF40C88BE2D3F4BF503BCF21EE664240FE475C7EE2D3F4BFF088CC27EE664240026BBE7206D4F4BFB8C6C848EC66424002119FE007D4F4BFE8578F42EC664240FF40C88BE2D3F4BF
56,56,available,,MBAGATHI ROAD56,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000070EEF918EE66424000DE2975ADD3F4BF18D0D339EC664240FFF0971BAED3F4BF81221631EC664240FFA067AB79D3F4BFD07B2210EE6642400274F76B78D3F4BF70EEF918EE66424000DE2975ADD3F4BF
57,57,,,MBAGATHI ROAD57,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000F866F9F9F0664240001E917FFED4F4BFF051E053EF6642400018E022FAD4F4BFB0283F58EF66424002FBDA2DDBD4F4BF48DC4701F1664240012288A7E2D4F4BFF866F9F9F0664240001E917FFED4F4BF
58,58,,,MBAGATHI ROAD58,Mbagathi Road,,0106000020E6100000010000000103000000010000000600000098E4AD4BF166424002C5BCE7F0D3F4BFC0004576EF664240FF88F330E7D3F4BF50356B77EF664240FF59F2F9DAD3F4BF886C0877EF66424000E1ACEBC4D3F4BF908E7756F1664240FF5EFAFED0D3F4BF98E4AD4BF166424002C5BCE7F0D3F4BF
59,59,,,MBAGATHI ROAD59,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000E8AD8E44F1664240FEB0D3FB05D4F4BF40A81674EF664240FFB0A45DFED3F4BFC0004576EF664240FF88F330E7D3F4BF98E4AD4BF166424002C5BCE7F0D3F4BFE8AD8E44F1664240FEB0D3FB05D4F4BF
60,60,,,MBAGATHI ROAD60,Mbagathi Road,,0106000020E610000001000000010300000001000000050000000085C13CF1664240022E680D1DD4F4BF289C6971EF66424000A22BC71AD4F4BF40A81674EF664240FFB0A45DFED3F4BFE8AD8E44F1664240FEB0D3FB05D4F4BF0085C13CF1664240022E680D1DD4F4BF
61,61,,,MBAGATHI ROAD61,Mbagathi Road,,0106000020E610000001000000010300000001000000050000003015B634F1664240FF36D8DD34D4F4BFE011E16EEF664240FE969EB835D4F4BF289C6971EF66424000A22BC71AD4F4BF0085C13CF1664240022E680D1DD4F4BF3015B634F1664240FF36D8DD34D4F4BF
62,62,,,MBAGATHI ROAD62,Mbagathi Road,,0106000020E61000000100000001030000000100000006000000109D9B2CF1664240019D15D74CD4F4BF6016526CEF664240FEB7BBF24CD4F4BFE0B36F6DEF66424001E0040445D4F4BFE011E16EEF664240FE969EB835D4F4BF3015B634F1664240FF36D8DD34D4F4BF109D9B2CF1664240019D15D74CD4F4BF
63,63,,,MBAGATHI ROAD63,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000050379923F166424001452D7E67D4F4BF502C5E69EF66424002F31EE361D4F4BF6016526CEF664240FEB7BBF24CD4F4BF109D9B2CF1664240019D15D74CD4F4BF50379923F166424001452D7E67D4F4BF
64,64,,,MBAGATHI ROAD64,Mbagathi Road,,0106000020E6100000010000000103000000010000000600000050EA6E18F16642400259125E8AD4F4BFF0A18064EF664240FFD4FB5884D4F4BF502C5E69EF66424002F31EE361D4F4BF50379923F166424001452D7E67D4F4BF90D1961AF1664240FE35002582D4F4BF50EA6E18F16642400259125E8AD4F4BF
65,65,,,MBAGATHI ROAD65,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000068705A11F1664240FE27045EA5D4F4BF90D2B360EF664240016FF1469FD4F4BFF0A18064EF664240FFD4FB5884D4F4BF50EA6E18F16642400259125E8AD4F4BF68705A11F1664240FE27045EA5D4F4BF
66,66,,,MBAGATHI ROAD66,Mbagathi Road,,0106000020E610000001000000010300000001000000050000001012EA08F1664240024CF58AC5D4F4BF90B85F5CEF664240FF8756F1BDD4F4BF90D2B360EF664240016FF1469FD4F4BF68705A11F1664240FE27045EA5D4F4BF1012EA08F1664240024CF58AC5D4F4BF
67,67,,,MBAGATHI ROAD67,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000048DC4701F1664240012288A7E2D4F4BFB0283F58EF66424002FBDA2DDBD4F4BF90B85F5CEF664240FF8756F1BDD4F4BF1012EA08F1664240024CF58AC5D4F4BF48DC4701F1664240012288A7E2D4F4BF
68,68,,,MBAGATHI ROAD68,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000F866F9F9F0664240001E917FFED4F4BFA8F1AAF2F0664240FE199A571AD5F4BF60557F4FEF66424001ED291819D5F4BFF051E053EF6642400018E022FAD4F4BFF866F9F9F0664240001E917FFED4F4BF
69,69,available,,MBAGATHI ROAD69,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000060F129DAFE664240FE170AE739D3F4BFB04173CBFE66424001BA46F601D3F4BFB81882D7FF66424000146EA801D3F4BF205A52C5FF664240FF121C6B3AD3F4BF60F129DAFE664240FE170AE739D3F4BF
70,70,,,MBAGATHI ROAD70,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000008188982F9664240026350E736D3F4BFB8FC0AE3F8664240FE14A88D36D3F4BFD0CB03F3F866424000F787A703D3F4BF283DE39AF9664240FEBCF17603D3F4BF08188982F9664240026350E736D3F4BF
71,71,,,MBAGATHI ROAD71,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000000A8AD41FA664240012EB05237D3F4BF08188982F9664240026350E736D3F4BF283DE39AF9664240FEBCF17603D3F4BF780B8E79FA6642400210853603D3F4BF00A8AD41FA664240012EB05237D3F4BF
72,72,,,MBAGATHI ROAD72,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000E011D1F9FA664240002E09BA37D3F4BF00A8AD41FA664240012EB05237D3F4BF780B8E79FA6642400210853603D3F4BFF0EAA819FB6642400098140803D3F4BFE011D1F9FA664240002E09BA37D3F4BF
73,73,,,MBAGATHI ROAD73,Mbagathi Road,,0106000020E61000000100000001030000000100000005000000C09991E1FB66424001203A3C38D3F4BFE011D1F9FA664240002E09BA37D3F4BFF0EAA819FB6642400098140803D3F4BF086EF8D8FB6642400262C8D002D3F4BFC09991E1FB66424001203A3C38D3F4BF
74,74,,,MBAGATHI ROAD74,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000000979E88FC6642400139E99938D3F4BFC09991E1FB66424001203A3C38D3F4BF086EF8D8FB6642400262C8D002D3F4BF38F0CA98FC6642400173379902D3F4BF00979E88FC6642400139E99938D3F4BF
75,75,,,MBAGATHI ROAD75,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000078FBD467FD664240FE37451739D3F4BF00979E88FC6642400139E99938D3F4BF38F0CA98FC6642400173379902D3F4BFA86CB178FD6642400056415802D3F4BF78FBD467FD664240FE37451739D3F4BF
76,76,,,MBAGATHI ROAD76,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000038EB6427FE6642400202A58239D3F4BF78FBD467FD664240FE37451739D3F4BFA86CB178FD6642400056415802D3F4BF70460A28FE664240FF5A852502D3F4BF38EB6427FE6642400202A58239D3F4BF
77,77,,,MBAGATHI ROAD77,Mbagathi Road,,0106000020E6100000010000000103000000010000000500000060F129DAFE664240FE170AE739D3F4BF38EB6427FE6642400202A58239D3F4BF70460A28FE664240FF5A852502D3F4BFB04173CBFE66424001BA46F601D3F4BF60F129DAFE664240FE170AE739D3F4BF
78,78,,,KMTC1,KMTC,,0106000020E6100000010000000103000000010000000500000098C6A37F0267424001BA75276DCCF4BFB8B291AC0267424000BB43E5BACCF4BFC04A5981FF664240FE0D8973BBCCF4BFA065FF71FF664240FFCBC78568CCF4BF98C6A37F0267424001BA75276DCCF4BF
79,79,,,KMTC2,KMTC,,0106000020E610000001000000010300000001000000050000009040A780F166424000650EC3F3CCF4BF986F5F6FF166424000EAEBBC37CDF4BFB801F38BF066424000349B6437CDF4BFE82F84A1F0664240FFACC1A2F2CCF4BF9040A780F166424000650EC3F3CCF4BF
80,80,,,KMTC3,KMTC,,0106000020E610000001000000010300000001000000050000001842DADBFA664240FF6F88DCFFCCF4BF004BBDFAFA66424001A3D243C5CCF4BF30A80D26FC66424001839C1DC7CCF4BF905A1020FC6642400042D47F01CDF4BF1842DADBFA664240FF6F88DCFFCCF4BF
81,81,,,KMTC4,KMTC,,0106000020E61000000100000001030000000100000005000000202183AF0467424002CEB25402CDF4BFF87593C40467424002EA4F87BACCF4BFD001468D0567424002AA2564BACCF4BFD001468D0567424001AC27FF02CDF4BF202183AF0467424002CEB25402CDF4BF
82,82,,,KMTC5,KMTC,,0106000020E61000000100000001030000000100000006000000B043CDAE006742400204EA41FFCCF4BF083940B4FF66424000277281FECCF4BFE08C5290FF664240FF71A51ACDCCF4BFC04A5981FF664240FE0D8973BBCCF4BF700DD79D00674240003B9B41BBCCF4BFB043CDAE006742400204EA41FFCCF4BF
83,83,,,KMTC6,KMTC,,0106000020E610000001000000010300000001000000050000000039CA5C01674240FE5098C7FFCCF4BFB043CDAE006742400204EA41FFCCF4BF700DD79D00674240003B9B41BBCCF4BFB8E6077B0167424000A0F31ABBCCF4BF0039CA5C01674240FE5098C7FFCCF4BF
84,84,,,KMTC7,KMTC,,0106000020E6100000010000000103000000010000000500000098BAF4340267424001F47C6D00CDF4BF0039CA5C01674240FE5098C7FFCCF4BFB8E6077B0167424000A0F31ABBCCF4BF20ACCF3A026742400CB265F9BACCF4BF98BAF4340267424001F47C6D00CDF4BF
85,85,,,KMTC8,KMTC,,0106000020E61000000100000001030000000100000005000000802FF4110367424001AA231701CDF4BF98BAF4340267424001F47C6D00CDF4BF20ACCF3A026742400CB265F9BACCF4BF9093511E03674240017D66D1BACCF4BF802FF4110367424001AA231701CDF4BF
86,86,,,KMTC9,KMTC,,0106000020E610000001000000010300000001000000050000007040C0D10367424001A882AA01CDF4BF802FF4110367424001AA231701CDF4BF9093511E03674240017D66D1BACCF4BF60C4DEFB03674240FF2A7AAABACCF4BF7040C0D10367424001A882AA01CDF4BF
87,87,,,KMTC10,KMTC,,0106000020E61000000100000001030000000100000005000000202183AF0467424002CEB25402CDF4BF7040C0D10367424001A882AA01CDF4BF60C4DEFB03674240FF2A7AAABACCF4BFF87593C40467424002EA4F87BACCF4BF202183AF0467424002CEB25402CDF4BF
88,88,,,KMTC11,KMTC,,0106000020E6100000010000000103000000010000000500000020105958FB664240004527973BCDF4BF50CD613BFB664240FF64035800CDF4BF905A1020FC6642400042D47F01CDF4BFE80C131AFC66424001B950E23BCDF4BF20105958FB664240004527973BCDF4BF
89,89,,,KMTC12,KMTC,,0106000020E61000000100000001030000000100000005000000B09C7F86FA664240018C8C453BCDF4BF2091507CFA664240FE790D61FFCCF4BF50CD613BFB664240FF64035800CDF4BF20105958FB664240004527973BCDF4BFB09C7F86FA664240018C8C453BCDF4BF
90,90,,,KMTC13,KMTC,,0106000020E61000000100000001030000000100000005000000781737C1F966424002C7C6F83ACDF4BF18A87FC2F9664240FE8ACD70FECCF4BF2091507CFA664240FE790D61FFCCF4BFB09C7F86FA664240018C8C453BCDF4BF781737C1F966424002C7C6F83ACDF4BF
91,91,,,KMTC14,KMTC,,0106000020E6100000010000000103000000010000000500000088024E0DF966424001B7FBB23ACDF4BFC8A62A14F9664240FF2E518FFDCCF4BF18A87FC2F9664240FE8ACD70FECCF4BF781737C1F966424002C7C6F83ACDF4BF88024E0DF966424001B7FBB23ACDF4BF
92,92,,,KMTC15,KMTC,,0106000020E61000000100000001030000000100000005000000B80A8465F866424002E2C0713ACDF4BFC841763CF8664240FFA56978FCCCF4BFC8A62A14F9664240FF2E518FFDCCF4BF88024E0DF966424001B7FBB23ACDF4BFB80A8465F866424002E2C0713ACDF4BF
93,93,,,KMTC16,KMTC,,0106000020E61000000100000001030000000100000005000000A8BEFB69F766424001FE0A103ACDF4BFE0A9154DF7664240FE16E842FBCCF4BFC841763CF8664240FFA56978FCCCF4BFB80A8465F866424002E2C0713ACDF4BFA8BEFB69F766424001FE0A103ACDF4BF
94,94,,,KMTC17,KMTC,,0106000020E61000000100000001030000000100000005000000F80F68A4F6664240023945C339CDF4BF98D2B4AAF66642400076FD70FACCF4BFE0A9154DF7664240FE16E842FBCCF4BFA8BEFB69F766424001FE0A103ACDF4BFF80F68A4F6664240023945C339CDF4BF
95,95,,,KMTC18,KMTC,,0106000020E610000001000000010300000001000000050000009856F7C0F5664240FE83F46A39CDF4BF981CB9D3F5664240FE14E45AF9CCF4BF98D2B4AAF66642400076FD70FACCF4BFF80F68A4F6664240023945C339CDF4BF9856F7C0F5664240FE83F46A39CDF4BF
96,96,,,KMTC19,KMTC,,0106000020E61000000100000001030000000100000005000000183D47E9F4664240000A341739CDF4BFB850DBEEF4664240FF7FCE32F8CCF4BF981CB9D3F5664240FE14E45AF9CCF4BF9856F7C0F5664240FE83F46A39CDF4BF183D47E9F4664240000A341739CDF4BF
97,97,,,KMTC20,KMTC,,0106000020E61000000100000001030000000100000005000000A8A50ECCF366424001E556A838CDF4BF78CA94F0F36642400124F9E9F6CCF4BFB850DBEEF4664240FF7FCE32F8CCF4BF183D47E9F4664240000A341739CDF4BFA8A50ECCF366424001E556A838CDF4BF
98,98,,,KMTC21,KMTC,,0106000020E6100000010000000103000000010000000500000058214306F3664240FE664C5B38CDF4BF20F20B26F366424001EEFAE3F5CCF4BF78CA94F0F36642400124F9E9F6CCF4BFA8A50ECCF366424001E556A838CDF4BF58214306F3664240FE664C5B38CDF4BF
99,99,,,KMTC22,KMTC,,0106000020E61000000100000001030000000100000006000000B0B7C952F2664240FE56811538CDF4BFC8970959F26642400118222830CDF4BF3851CA5FF266424000D59FE3F4CCF4BF20F20B26F366424001EEFAE3F5CCF4BF58214306F3664240FE664C5B38CDF4BFB0B7C952F2664240FE56811538CDF4BF
100,100,,,KMTC23,KMTC,,0106000020E61000000100000001030000000100000006000000986F5F6FF166424000EAEBBC37CDF4BF9040A780F166424000650EC3F3CCF4BF3851CA5FF266424000D59FE3F4CCF4BFC8970959F26642400118222830CDF4BFB0B7C952F2664240FE56811538CDF4BF986F5F6FF166424000EAEBBC37CDF4BF
101,101,,,KMTC24,KMTC,,0106000020E61000000100000001030000000100000005000000D8386DC3F1664240FE6546ACB6CCF4BF9040A780F166424000650EC3F3CCF4BFE82F84A1F0664240FFACC1A2F2CCF4BF1023DAB4F0664240FF1CDAFFB4CCF4BFD8386DC3F1664240FE6546ACB6CCF4BF
102,102,,,KMTC25,KMTC,,0106000020E6100000010000000103000000010000000500000078134496F2664240FE6C35FAB7CCF4BFB8521B7EF266424001E0D00AF5CCF4BF9040A780F166424000650EC3F3CCF4BFD8386DC3F1664240FE6546ACB6CCF4BF78134496F2664240FE6C35FAB7CCF4BF
103,103,,,KMTC26,KMTC,,0106000020E6100000010000000103000000010000000500000080C96A80F36642400206EB6CB9CCF4BFB87F0A59F366424000EC0326F6CCF4BFB8521B7EF266424001E0D00AF5CCF4BF78134496F2664240FE6C35FAB7CCF4BF80C96A80F36642400206EB6CB9CCF4BF
104,104,,,KMTC27,KMTC,,0106000020E6100000010000000103000000010000000500000010CCBEB6F4664240FFAA2758BBCCF4BFF0D868A3F466424001545DD1F7CCF4BFB87F0A59F366424000EC0326F6CCF4BF80C96A80F36642400206EB6CB9CCF4BF10CCBEB6F4664240FFAA2758BBCCF4BF
105,105,,,KMTC28,KMTC,,0106000020E610000001000000010300000001000000050000009000C1CBF5664240FE4AC70EBDCCF4BF981CB9D3F5664240FE14E45AF9CCF4BFF0D868A3F466424001545DD1F7CCF4BF10CCBEB6F4664240FFAA2758BBCCF4BF9000C1CBF5664240FE4AC70EBDCCF4BF
106,106,,,KMTC29,KMTC,,0106000020E61000000100000001030000000100000005000000281BC4DEF666424001492EC2BECCF4BF98D2B4AAF66642400076FD70FACCF4BF981CB9D3F5664240FE14E45AF9CCF4BF9000C1CBF5664240FE4AC70EBDCCF4BF281BC4DEF666424001492EC2BECCF4BF
107,107,,,KMTC30,KMTC,,0106000020E61000000100000001030000000100000005000000004416B0F7664240FFD5B20DC0CCF4BFA8D2B989F7664240012E4A91FBCCF4BF98D2B4AAF66642400076FD70FACCF4BF281BC4DEF666424001492EC2BECCF4BF004416B0F7664240FFD5B20DC0CCF4BF
109,109,,,KMTC32,KMTC,,0106000020E6100000010000000103000000010000000500000010C86ACFF966424002C3086AC3CCF4BF18A87FC2F9664240FE8ACD70FECCF4BF487450A8F8664240020EBB03FDCCF4BFF05367B8F8664240018030B0C1CCF4BF10C86ACFF966424002C3086AC3CCF4BF
110,110,,,KMTC33,KMTC,,0106000020E61000000100000001030000000100000005000000004BBDFAFA66424001A3D243C5CCF4BF1842DADBFA664240FF6F88DCFFCCF4BF18A87FC2F9664240FE8ACD70FECCF4BF10C86ACFF966424002C3086AC3CCF4BF004BBDFAFA66424001A3D243C5CCF4BF
111,111,,,KMTC34,KMTC,,0106000020E610000001000000010300000001000000050000005881580BF3664240FFDD6DB3B8CCF4BFD0E7AF6CF3664240FE606B4956CCF4BFA0759105F6664240022C333A5ACCF4BF9000C1CBF5664240FE4AC70EBDCCF4BF5881580BF3664240FFDD6DB3B8CCF4BF
112,112,available,,KMTC35,KMTC,,0106000020E610000001000000010300000001000000050000009000C1CBF5664240FE4AC70EBDCCF4BFA0759105F6664240022C333A5ACCF4BFD85CCD58F966424001DB5F455FCCF4BFE020EA43F966424001E9D78CC2CCF4BF9000C1CBF5664240FE4AC70EBDCCF4BF
114,114,,,KMTC37,KMTC,,0106000020E61000000100000001030000000100000005000000E88C1208FC664240004DFA5763CCF4BF206CA9D7FB664240001D98A1C6CCF4BFE020EA43F966424001E9D78CC2CCF4BFD85CCD58F966424001DB5F455FCCF4BFE88C1208FC664240004DFA5763CCF4BF
115,115,,,KMTC38,KMTC,,0106000020E61000000100000001030000000100000007000000A065FF71FF664240FFCBC78568CCF4BFC04A5981FF664240FE0D8973BBCCF4BFE08C5290FF664240FF71A51ACDCCF4BF30A80D26FC66424001839C1DC7CCF4BF206CA9D7FB664240001D98A1C6CCF4BFE88C1208FC664240004DFA5763CCF4BFA065FF71FF664240FFCBC78568CCF4BF
116,116,available,,KMTC39,KMTC,,0106000020E61000000100000001030000000100000005000000B8B291AC0267424000BB43E5BACCF4BF98C6A37F0267424001BA75276DCCF4BFD001468D0567424002A823C971CCF4BFD001468D0567424002AA2564BACCF4BFB8B291AC0267424000BB43E5BACCF4BF
117,117,,,KMTC40,KMTC,,0106000020E61000000100000001030000000100000005000000980A5B9AF8664240016D0B43A2C8F4BF70ED3B8EF8664240029DAC25D8C8F4BFF040A0AAF7664240014D0D0ED8C8F4BF08BDD8CAF766424001264D2DA2C8F4BF980A5B9AF8664240016D0B43A2C8F4BF
118,118,,,KMTC41,KMTC,,0106000020E61000000100000001030000000100000005000000381140AEF0664240FFE02C6EA1C8F4BF984D21A6F066424000AB2552D7C8F4BF3094B1E6EF664240FFB4033ED7C8F4BF3094B1E6EF664240FEC23C59A1C8F4BF381140AEF0664240FFE02C6EA1C8F4BF
119,119,,,KMTC42,KMTC,,0106000020E61000000100000001030000000100000005000000889AFB8DF166424001798785A1C8F4BFC8C7B97DF1664240FF19B268D7C8F4BF984D21A6F066424000AB2552D7C8F4BF381140AEF0664240FFE02C6EA1C8F4BF889AFB8DF166424001798785A1C8F4BF
120,120,,,KMTC43,KMTC,,0106000020E6100000010000000103000000010000000500000040529B3DF2664240001E0D98A1C8F4BF601D7635F266424002E8057CD7C8F4BFC8C7B97DF1664240FF19B268D7C8F4BF889AFB8DF166424001798785A1C8F4BF40529B3DF2664240001E0D98A1C8F4BF
121,121,,,KMTC44,KMTC,,0106000020E61000000100000001030000000100000005000000A85665CDF2664240006915A7A1C8F4BFE88D02CDF2664240005BDC8BD7C8F4BF601D7635F266424002E8057CD7C8F4BF40529B3DF2664240001E0D98A1C8F4BFA85665CDF2664240006915A7A1C8F4BF
122,122,,,KMTC45,KMTC,,0106000020E61000000100000001030000000100000005000000F0750185F3664240023669BAA1C8F4BFC0C79B94F36642400179CCA0D7C8F4BFE88D02CDF2664240005BDC8BD7C8F4BFA85665CDF2664240006915A7A1C8F4BFF0750185F3664240023669BAA1C8F4BF
123,123,,,KMTC46,KMTC,,0106000020E6100000010000000103000000010000000500000080149F1CF466424000A93FCAA1C8F4BF302E4B64F466424000C08AB6D7C8F4BFC0C79B94F36642400179CCA0D7C8F4BFF0750185F3664240023669BAA1C8F4BF80149F1CF466424000A93FCAA1C8F4BF
124,124,,,KMTC47,KMTC,,0106000020E61000000100000001030000000100000005000000D0224A04F56642400122ADE2A1C8F4BF08FFEC2BF566424001DF7ACBD7C8F4BF302E4B64F466424000C08AB6D7C8F4BF80149F1CF466424000A93FCAA1C8F4BFD0224A04F56642400122ADE2A1C8F4BF
125,125,,,KMTC48,KMTC,,0106000020E6100000010000000103000000010000000500000068D2B113F6664240016621FFA1C8F4BF68257203F6664240004E07E2D7C8F4BF08FFEC2BF566424001DF7ACBD7C8F4BFD0224A04F56642400122ADE2A1C8F4BF68D2B113F6664240016621FFA1C8F4BF
126,126,,,KMTC49,KMTC,,0106000020E61000000100000001030000000100000005000000984C4AEBF666424000D5AD15A2C8F4BF80D011CBF6664240FEB4B2F6D7C8F4BF68257203F6664240004E07E2D7C8F4BF68D2B113F6664240016621FFA1C8F4BF984C4AEBF666424000D5AD15A2C8F4BF
127,127,,,KMTC50,KMTC,,0106000020E6100000010000000103000000010000000500000008BDD8CAF766424001264D2DA2C8F4BFF040A0AAF7664240014D0D0ED8C8F4BF80D011CBF6664240FEB4B2F6D7C8F4BF984C4AEBF666424000D5AD15A2C8F4BF08BDD8CAF766424001264D2DA2C8F4BF
128,128,,,KMTC51,KMTC,,0106000020E6100000010000000103000000010000000500000070ED3B8EF8664240029DAC25D8C8F4BF980A5B9AF8664240016D0B43A2C8F4BF2858DD69F966424001B4C958A2C8F4BFF099D771F966424001A6903DD8C8F4BF70ED3B8EF8664240029DAC25D8C8F4BF
129,129,available,,KMTC52,KMTC,,0106000020E61000000100000001030000000100000005000000D0FF6570F4664240021164F06FC9F4BF786CCCA4F3664240021164F06FC9F4BF786CCCA4F366424000F5C70C38C9F4BFC0306D60F466424000F5C70C38C9F4BFD0FF6570F4664240021164F06FC9F4BF
130,130,,,KMTC53,KMTC,,0106000020E61000000100000001030000000100000005000000B8E74E8AF8664240021164F06FC9F4BF586F5F6AF866424000F5C70C38C9F4BF2858DD69F966424000F5C70C38C9F4BF2858DD69F9664240021164F06FC9F4BFB8E74E8AF8664240021164F06FC9F4BF
131,131,,,KMTC54,KMTC,,0106000020E610000001000000010300000001000000050000004877C0AAF7664240021164F06FC9F4BF38A8C79AF766424000F5C70C38C9F4BF586F5F6AF866424000F5C70C38C9F4BFB8E74E8AF8664240021164F06FC9F4BF4877C0AAF7664240021164F06FC9F4BF
132,132,,,KMTC55,KMTC,,0106000020E6100000010000000103000000010000000500000040D03CB3F6664240021164F06FC9F4BFE0574D93F666424000F5C70C38C9F4BF38A8C79AF766424000F5C70C38C9F4BF4877C0AAF7664240021164F06FC9F4BF40D03CB3F6664240021164F06FC9F4BF
133,133,,,KMTC56,KMTC,,0106000020E61000000100000001030000000100000005000000E02EA7E3F5664240021164F06FC9F4BF68E7BEB3F566424000F5C70C38C9F4BFE0574D93F666424000F5C70C38C9F4BF40D03CB3F6664240021164F06FC9F4BFE02EA7E3F5664240021164F06FC9F4BF
134,134,,,KMTC57,KMTC,,0106000020E61000000100000001030000000100000005000000706DFD3BF5664240021164F06FC9F4BF48CF0B1CF566424000F5C70C38C9F4BF68E7BEB3F566424000F5C70C38C9F4BFE02EA7E3F5664240021164F06FC9F4BF706DFD3BF5664240021164F06FC9F4BF
135,135,,,KMTC58,KMTC,,0106000020E61000000100000001030000000100000005000000D0FF6570F4664240021164F06FC9F4BFC0306D60F466424000F5C70C38C9F4BF48CF0B1CF566424000F5C70C38C9F4BF706DFD3BF5664240021164F06FC9F4BFD0FF6570F4664240021164F06FC9F4BF
136,136,,,KNH1,KNH,,0106000020E61000000100000001030000000100000005000000A89D94C80C67424002CF6203CBCCF4BFF8F88ECB0C674240FEC36743E2CCF4BFB01872620B6742400137ED0BE3CCF4BFA8336D550B674240007A198DC8CCF4BFA89D94C80C67424002CF6203CBCCF4BF
137,137,,,KNH2,KNH,,0106000020E61000000100000001030000000100000005000000706BE6BE0C674240015723C544CEF4BFB8200ABC0C67424002973A285ECEF4BF0005B46D0B67424001F49EA95BCEF4BF880D6D720B6742400149209F3CCEF4BF706BE6BE0C674240015723C544CEF4BF
138,138,,,KNH3,KNH,,0106000020E61000000100000001030000000100000005000000601168C20C674240013F629D25CEF4BF706BE6BE0C674240015723C544CEF4BF880D6D720B6742400149209F3CCEF4BF00E814770B67424001CC5F051ECEF4BF601168C20C674240013F629D25CEF4BF
139,139,,,KNH4,KNH,,0106000020E6100000010000000103000000010000000500000060CD4AC50C674240029305070CCEF4BF601168C20C674240013F629D25CEF4BF00E814770B67424001CC5F051ECEF4BF50F2C77A0B67424001530AB705CEF4BF60CD4AC50C674240029305070CCEF4BF
140,140,,,KNH5,KNH,,0106000020E61000000100000001030000000100000005000000A057D3C70C6742400159418FF5CDF4BF60CD4AC50C674240029305070CCEF4BF50F2C77A0B67424001530AB705CEF4BFE8B2707D0B674240FF7C6A3BF4CDF4BFA057D3C70C6742400159418FF5CDF4BF
141,141,,,KNH6,KNH,,0106000020E61000000100000001030000000100000005000000B86FD8CA0C67424002FD28B5DACDF4BFA057D3C70C6742400159418FF5CDF4BFE8B2707D0B674240FF7C6A3BF4CDF4BFD8AA0B820B674240014B05ECD5CDF4BFB86FD8CA0C67424002FD28B5DACDF4BF
142,142,,,KNH7,KNH,,0106000020E6100000010000000103000000010000000500000028B2A5CD0C674240011935CCC1CDF4BFB86FD8CA0C67424002FD28B5DACDF4BFD8AA0B820B674240014B05ECD5CDF4BFC8E795850B674240FEE8C0A4BECDF4BF28B2A5CD0C674240011935CCC1CDF4BF
143,143,,,KNH8,KNH,,0106000020E61000000100000001030000000100000006000000101266D00C67424001664C63A9CDF4BF28B2A5CD0C674240011935CCC1CDF4BFC8E795850B674240FEE8C0A4BECDF4BFC8A2A6860B67424001D2E49CB7CDF4BFB8D134860B67424001905855A6CDF4BF101266D00C67424001664C63A9CDF4BF
144,144,,,KNH9,KNH,,0106000020E61000000100000001030000000100000005000000D84564D40C674240001978EB85CDF4BF101266D00C67424001664C63A9CDF4BFB8D134860B67424001905855A6CDF4BF60EC5B850B674240FF2DD84585CDF4BFD84564D40C674240001978EB85CDF4BF
145,145,,,KNH10,KNH,,0106000020E61000000100000001030000000100000005000000F84DC1840B6742400088C9906DCDF4BF501F3AD70C674240024A3DC46CCDF4BFD84564D40C674240001978EB85CDF4BF60EC5B850B674240FF2DD84585CDF4BFF84DC1840B6742400088C9906DCDF4BF
